pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,uniprot_length,organism,gene_name,entry_status,belongs_to,possibly_chimeric,grouped_gene_assigned,gene_name_assigned,organism_assigned,comments,resolution
8ES8,N,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,65"
3I6G,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
4L29,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,09"
7WT3,A,2,181,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,89"
6BJ2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"3,35"
4I4W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,77"
7NDU,AAA,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,90"
6VB7,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
5EU4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,12"
3KPO,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,30"
3PWJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,70"
7N6D,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
4E5X,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
5C09,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,48"
7KGR,A,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,55"
1AGD,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,05"
1AO7,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,60"
7SIH,A,1,180,A0A6B7FTL9,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
7Q98,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,50"
3GSR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
3H7B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,88"
1TVH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
3GSU,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
8RJI,A,1,180,A0A411J078,180,342,MHC class I antigen,342,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
7EJN,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,11"
3BZE,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
3MRJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,87"
2J8U,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,88"
4FTV,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,74"
6UZN,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,22"
3HAE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,90"
1QR1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
6V3J,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,98"
5NMF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,89"
7Q9A,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
7JYW,A,1,178,A0A5H2UYS3,178,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
2AV7,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,05"
6PYV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,45"
7N1F,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,39"
8EMK,A,1,180,F4NBT2,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,67"
6VM7,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,41"
6D2R,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,83"
7U21,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
6TDP,A,1,180,F6IQS1,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,40"
5DDH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,50"
7M8T,A,1,180,U5YJK1,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,50"
3VFS,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,85"
3VRI,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,60"
6Z9V,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,01"
4U1L,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,06"
7NMG,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,48"
2BCK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,80"
2RFX,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,50"
6UJ9,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,90"
8EK5,A,1,180,F6IR24,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,11"
2BNR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
1AGE,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,30"
7QPJ,C,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,54"
5EUO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
3FT3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
3MRH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
7Q9B,AAA,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,24"
6UJO,A,1,180,U5YJP1,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,25"
5N1Y,A,2,181,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,39"
4GKS,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,35"
6VB6,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,15"
3L3J,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,40"
5EOT,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
7SIF,A,1,180,A0A5H2UI55,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,73"
5MEP,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,71"
6IEX,A,1,179,A0A499S0B6,179,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,31"
4QRS,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,40"
3KYN,A,3,180,P17693,178,338,"HLA class I histocompatibility antigen, alpha chain G",338,Homo sapiens,HLA-G,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
4HWZ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
7MJ8,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,79"
3BHB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
8RNH,A,1,180,S6AU73,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
6P2F,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,48"
6SS7,D,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
5FA3,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,86"
3KPP,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
8UDR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,10"
7SR5,A,110,289,P19544,180,449,Wilms tumor protein,449,Homo sapiens,WT1,Uniprotkb reviewed (swiss-prot),Belongs to the EGR C2H2-type zinc-finger protein family,yes,,,,,"2,35"
7SR5,A,110,289,P16213,180,119,Beta-2-microglobulin,119,Pongo pygmaeus,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,35"
7SR5,A,110,289,A0A6S7XV52,180,365,MHC class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-A_trimer,,,,"2,35"
7N2O,A,1,180,A3F718,180,296,MHC class I antigen,296,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
4MJI,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,99"
1I7U,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
8SBL,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,00"
3LKO,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
3RL1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
3HG1,A,1,180,Q8WLS4,180,317,MHC class I antigen,317,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,00"
4NNY,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
3VXM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
1I7R,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
6UZP,A,1,180,D9J307,180,362,HLA class I histocompatibility antigen B alpha chain,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,08"
5C0E,A,2,181,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,49"
5W67,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,,,,,,"2,30"
7SU9,A,1,179,A2BF26,179,397,"Major histocompatibility complex, class I, C",397,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,99"
4JRY,A,1,180,C5MK56,180,362,HLA-B*3507,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,80"
6VB5,A,1,180,F4NBQ8,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,15"
2HJL,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,50"
3LKN,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,00"
2JCC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
6ULK,A,1,179,C1K0Y1,179,366,HLA class I antigen,366,Homo sapiens,HLA-Cw,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
7MJ6,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,95"
3MRG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,30"
3MV9,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,70"
6XQA,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,16"
8TUB,F,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,40"
5C0F,A,2,181,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,46"
3MRP,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
4U6X,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,68"
5WMO,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,62"
3MRO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,35"
5C0D,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,68"
3GSV,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
1JF1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,85"
3UTQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,67"
2BNQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,70"
